Resource,Hotel,Review,Stance,Authenticity
MTurk,hyatt,"['wife', 'go', 'chicago', 'enjoy', 'weekend', 'stay', 'hyatt', 'regency', 'hyatt', 'regency', 'chicago', 'ruin', 'family', 'holiday', 'weekend', 'first', 'diamond', 'platinum', 'member', 'need', 'reserve', 'room', 'atleast', '10-15', 'day', 'advance', 'pay', 'extra', '20', 'welcome', 'credit', 'option', 'give', 'credit', '75', '2', 'day', 'use', '20', 'rest', 'forefeited', 'talk', 'manager', 'say', ""can't"", 'use', 'next', 'visit', 'management', 'hotel', 'full', 'cheap', 'minded', 'people', 'know', 'hotel', 'let', 'use', 'wi-fi', 'free', 'hyatt', 'regency', 'management', 'ask', 'us', 'pay', 'use', 'wi-fi', 'beware', 'place', 'want', 'enjoy', 'weekend', 'chicago', 'hyatt', 'regency', 'last', 'place', 'consider', 'stay', 'thanks', 'sam']",negative,deceptive
MTurk,hyatt,"['hyatt', 'regency', 'hotel', 'good', 'ole', 'downtown', 'chicago', 'hypo-allergenic', 'room', 'usually', 'intend', 'well-being', 'even', 'bad', 'case', 'allergen', 'sufferer', 'well', 'get', 'room', 'one', 'first', 'thing', 'wife', 'sneeze', 'four', 'time', 'upon', 'set', 'channel', 'scanning', 'reception', 'come', 'fuzzy', 'around', 'interattive', 'ethernet', 'feature', 'lose', 'confusion', 'work', 'provide', 'us', 'first', 'fee', 'pool', 'bad', 'shape', 'maid', 'seem', 'come', 'go', 'intercommunicative', 'quality', 'knock', 'knock', 'knock', 'let', 'em', 'right', 'start', 'vacuum', 'one', 'fluorescent', 'bulb', 'ceiling', 'dim', 'others', ""gideon's"", 'bible', 'crib', 'note', 'room', 'mention', 'hotel', 'like', 'oh', 'geez']",negative,deceptive
MTurk,hyatt,"['whilst', 'doubt', 'good', 'location', 'hotel', 'fall', 'short', 'area', 'notably', 'cleanliness', 'although', 'lobby', 'clean', 'corridor', 'floor', 'well', 'room', 'dust', 'line', 'carpeted', 'floor', 'hallway', 'room', 'bed', 'emit', 'unpleasant', 'odor', 'sheet', 'change', 'time', 'furnishing', 'nice', 'modern', 'various', 'blemish', 'upon', 'close', 'inspection', 'bathroom', 'relatively', 'clean', 'exception', 'shower', 'view', 'nice', 'particular', 'room', 'service', 'relatively', 'quick', 'food', 'restaurant', 'average', 'cleanliness', 'issue', 'time', 'glass', 'stain', 'waiter', 'promptly', 'apologize', 'return', 'new', 'glass', 'still', 'inexcusable', 'advertise', 'high', 'class', 'hotel', 'make', 'mistake', 'stay']",negative,deceptive
MTurk,hyatt,"['wife', 'stay', 'hyatt', 'regency', 'chicago', 'couple', 'week', 'ago', 'defiantly', 'go', 'back', 'customer', 'service', 'horrible', 'well', 'apparent', 'worker', 'want', 'either', 'arrive', 'hotel', 'tell', 'us', 'room', 'still', 'clean', 'wait', 'almost', 'hour', 'give', 'us', 'key', 'get', 'room', 'bed', 'even', 'properly', 'make', 'cafe', 'always', 'crowd', 'people', 'take', 'two', 'hour', 'get', 'food', 'end', 'go', 'home', 'two', 'day', 'plan']",negative,deceptive
MTurk,hyatt,"['hotel', 'full', 'drunk', 'lobby', 'full', 'crowd', 'night', 'bar', 'way', 'busy', 'people', 'stumble', 'hotel', 'hour', 'night', 'yell', 'hallway', 'make', 'lot', 'noise', 'staff', 'little', 'say', 'aware', 'noise', 'level', 'book', 'room', 'threaten', 'make', 'reservation', 'people', 'lobby', 'nothing', 'say', 'ask', 'water', 'view', 'get', 'city', 'view', 'people', 'front', 'desk', 'accomodating', 'overall', 'horrible', 'experience']",negative,deceptive
MTurk,hyatt,"['decide', 'spend', 'little', 'extra', 'stay', 'hotel', 'visit', 'son', 'chicago', 'make', 'mistake', 'room', 'small', 'appear', 'web', 'creative', 'photography', 'place', 'dirty.we', 'stay', 'best', 'western', 'clean', 'air', 'conditioner', 'super', 'loud', 'wall', 'paper', 'thin', 'people', 'next', 'room', 'must', 'party', 'despite', 'three', 'call', 'front', 'desk', '1', '3', 'security', 'fail', 'stop', 'ruckus', 'also', 'think', 'front', 'desk', 'staff', 'rude', 'usually', 'hyatts', 'hiltons', 'etc', 'staff', 'polite', 'try', 'accommodate', 'people', 'particularly', 'personable', 'seem', 'interruption', 'work', 'rather', 'reason', 'positive', 'hotel', 'location', 'make', 'negative', 'experience', 'save', 'money', 'stay', 'somewhere', 'else']",negative,deceptive
MTurk,hyatt,"['expect', 'bit', 'hyatt', 'regency', 'chicago', 'stay', 'recently', 'appal', 'condition', 'room', 'stay', 'linen', 'clean', 'toilet', 'paper', 'roll', 'nearly', 'empty', 'spare', 'leave', 'lock', 'door', 'function', 'turndown', 'service', 'leave', 'chocolate', 'pillow', 'think', 'take', 'piece', 'already', 'nearly', 'empty', 'toilet', 'paper', 'leave', 'spare', 'would', 'stay', 'traveler', 'beware']",negative,deceptive
MTurk,hyatt,"['recently', 'stay', 'hyatt', 'regency', 'chicago', 'il', 'boy', 'surprise', 'hotel', 'look', 'nice', 'outside', 'smell', 'river', 'noxious', 'fact', 'smell', 'bad', 'one', 'night', 'almost', 'make', 'difficult', 'sleep', 'even', 'think', 'eating', 'enough', 'bathroom', 'room', 'look', 'like', 'clean', 'month', 'stain', 'fresh', 'towel', 'towards', 'end', 'stay', 'saw', 'mouse', 'ground', 'floor', 'could', 'imagine', 'critter', 'may', 'lurk', 'wall']",negative,deceptive
MTurk,hyatt,"['recently', 'stay', 'hyatt', 'regency', 'chicago', 'hotel', 'downtown', 'chicago', 'three', 'day', 'experience', 'bad', 'service', 'life', 'make', 'reservation', 'before-hand', 'upon', 'arrival', 'room', 'already', 'book', 'take', 'us', 'nearly', 'two', 'hour', 'actually', 'get', 'room', 'give', 'wrong', 'key', 'enter', 'room', 'sheet', 'stain', 'seem', 'cherry', 'kool-aid', 'go', 'assume', 'night', 'town', 'bum', 'money', 'three', 'homeless', 'men', 'outside', 'hotel', 'arrive', 'room', 'hop', 'nice', 'hot', 'shower', 'find', 'note', 'door', 'sorry', 'note', 'explain', 'hot', 'water', 'early', 'next', 'morning', 'awake', 'housekeep', 'dnd', 'sign', 'door', 'decide', 'wake', 'go', 'breakfast', 'come', 'find', 'car', 'break', 'parking', 'garage', 'file', 'police', 'report', 'police', 'ask', 'manager', 'video', 'surveillance', 'unfortunately', 'us', 'surveillance', 'memory', 'record', 'anymore', 'needle', 'say', 'leave', 'early', 'next', 'day', 'never', 'return', 'dreadful', 'hotel', 'ever']",negative,deceptive
MTurk,omni,"['really', 'look', 'forward', 'nice', 'relaxing', 'stay', 'end', 'long', 'vacation', 'unfortunately', 'moment', 'arrive', 'omni', 'staff', 'belligerent', 'extremely', 'rude', 'lose', 'reservation', 'refuse', 'give', 'us', 'rate', 'book', 'tired', ""would've"", 'go', 'different', 'hotel', 'right', 'hindsight', '20/20', 'finally', 'get', 'check', 'make', 'wait', 'needlessly', '45', 'minute', 'lobby', 'decide', 'go', 'pool', 'tiny', 'kind', 'dirty', 'walk', 'way', 'suit', 'nothing', 'internet', 'access', 'really', 'slow', 'never', 'stay', 'save', 'headache', 'book', 'somewhere', 'else']",negative,deceptive
MTurk,omni,"['late', 'business', 'trip', 'wife', 'recently', 'stay', 'omni', 'chicago', 'hotel', 'chicago', 'illinois', 'one', 'deluxe', 'suite', 'unfortunately', 'think', 'speak', 'us', 'fully', 'satisfy', 'hotel', 'hotel', 'advertise', 'luxury-level', 'accommodation', 'room', 'resemble', 'one', 'see', 'picture', 'service', 'certainly', 'sub-par', 'one', 'plan', 'stay', 'establishment', 'expect', 'service', 'go', 'beyond', 'fresh', 'towel', 'bathroom', 'check', 'first', 'air-conditioning', 'room', 'seem', 'need', 'new', 'filter', 'first', 'turn', 'air', 'come', 'seem', 'musty', 'second', 'fitness', 'center', 'open', '10:30', 'pm', 'people', 'like', 'exercise', 'dinner', 'certainly', 'problem', 'especially', 'consider', 'take', 'much', 'fitness', 'center', 'available', 'around', 'clock', 'midnight', 'well', 'similar', 'reason', 'would', 'recommend', 'hotel', 'one', 'look', 'luxury', 'accommodation']",negative,deceptive
MTurk,omni,"['enjoy', 'stay', 'omni', 'chicago', 'hotel', 'firstly', 'man', 'front', 'desk', 'extremely', 'unhelpful', 'problem', 'reservation', 'give', 'family', 'lot', 'hassle', 'secondly', 'finally', 'get', 'reservation', 'sort', 'air', 'condition', 'unit', 'room', 'would', 'go', '75', 'degree', 'consider', 'pay', 'well', '250', 'per', 'night', 'romance', 'package', 'reservation', 'standard', 'head', 'back', 'omni', 'chicago', 'hotel', 'time', 'soon']",negative,deceptive
MTurk,omni,"['never', 'chicago', 'look', 'forward', 'sightsee', 'business', 'conference', 'company', 'arrange', 'stay', 'omni', 'chicago', 'hotel', 'locate', 'center', 'magnificent', 'mile', 'arrive', 'hotel', 'give', 'pleased', 'impressed', 'put', 'luggage', 'inquire', 'reservation', 'tell', 'room', 'ready', 'yet', ""there'd"", 'hour', 'delay', 'try', 'lose', 'temper', 'pleasantly', 'ask', 'could', 'another', 'room', 'tell', 'convention', 'go', 'hotel', 'every', 'room', 'fill', 'would', 'leave', 'company', 'account', 'hotel', 'stay', 'somewhere', 'else', ""i'd"", 'pay', 'pocket', 'service', 'employee', 'behind', 'counter', 'flippantly', 'tell', 'take', 'seat', 'go', 'back', 'talk', 'gum-chewing', 'co-worker', 'pick', 'luggage', 'plop', 'cushy', 'chair', 'wobble', 'leg', 'front', 'left', 'side', 'break', 'pick', 'luggage', 'move', 'another', 'chair', 'two', 'hour', 'pass', 'give', 'room', 'walk', 'room', 'first', 'thing', 'smell', 'cigarette', 'smoke', 'mad', 'explicitly', 'ask', 'non-smoking', 'room', 'furious', 'feel', 'like', 'go', 'back', 'downstairs', 'deal', 'idiot', 'behind', 'counter', 'try', 'long', 'flight', 'sigh', 'tip', 'bellboy', 'slam', 'door', 'room', 'think', 'maybe', 'could', 'use', 'air', 'condition', 'freshen', 'room', 'go', 'turn', 'work', 'tired', 'angry', 'go', 'sleep', 'think', ""i'll"", 'never', 'stay', 'hotel']",negative,deceptive
MTurk,omni,"['omni', 'chicago', 'hotel', 'one', 'word', 'dreadful', 'hotel', 'heart', 'city', 'traffic', 'chaotic', 'service', 'terrible', 'want', 'wait', 'room', '3', 'half', 'hour', 'place', 'go', 'throughout', 'whole', 'week', 'bed', 'make', 'bathroom', 'never', 'clean', 'hotel', 'help', 'look', 'nice', 'place', 'dine', 'fun', 'place', 'visit', 'give', 'info', 'activity', 'go', 'chicago', 'hotel', 'list', 'top', '10', 'worst', 'hotel', 'america', 'waste', 'time', 'money', 'staying', 'omni', 'chicago', 'hotel']",negative,deceptive
MTurk,omni,"['stay', 'omni', 'chicago', 'hotel', 'honestly', 'say', 'take', 'time', 'book', 'room', 'ahead', 'time', 'next', 'visit', 'chicago', 'thrill', 'see', 'beautiful', 'hotel', 'first', 'seem', 'like', 'would', 'nice', 'place', 'outside', 'hotel', 'pristine', 'room', 'filthy', 'request', 'non-smoking', 'room', 'obviously', 'smoke', 'could', 'still', 'smell', 'stale', 'smoke', 'air', 'fact', 'tell', 'entire', 'hotel', 'suppose', 'non-smoking', 'hallway', 'smell', 'like', 'cigarette', 'well', 'top', 'room', 'service', 'bring', 'us', 'wrong', 'item', 'check', 'saw', 'still', 'try', 'chage', 'us', 'item', 'even', 'send', 'back', 'would', 'also', 'point', 'michigan', 'avenue', 'bad', 'spot', 'hotel', 'claim', 'high', 'class', 'right', 'outside', 'hotel', 'drug', 'dealer', 'prostitute', 'even', 'go', 'gas', 'station', '8', 'p', 'scar', 'leave', 'hotel', 'pool', 'close', 'first', 'night', 'convention', 'hotel', 'hold', 'thus', 'keep', 'us', 'use', 'hot', 'tub', 'look', 'forward', 'price', 'room', 'would', 'say', 'place', 'definite', 'disappointment', 'learn', 'lesson', 'check', 'room', 'agree', 'stay', 'next', 'time', 'place', 'get', '1/2', 'star']",negative,deceptive
MTurk,omni,"['stay', 'omni', 'chicago', 'hotel', 'recently', 'nothing', 'disappointed', 'luxury', 'hotel', 'obviously', 'spend', 'much', 'money', 'marketing', 'convince', 'people', 'luxurious', 'enough', 'actually', 'make', 'hotel', 'comfortable', 'arrive', 'hotel', 'room', 'devoid', 'towel', 'call', 'front', 'desk', 'take', 'three', 'hour', 'two', 'call', 'finally', 'get', 'fresh', 'towel', 'deliver', 'top', 'go', 'connect', 'internet', 'room', 'wifi', 'signal', 'weak', 'force', 'go', 'hall', 'connect', 'laptop', 'exorbitant', 'price', 'charge', 'one', 'night', 'superior', 'corner', 'suite', 'could', 'stay', 'week', 'holiday', 'inn', 'stay', 'wish']",negative,deceptive
MTurk,omni,"['first', 'get', 'room', 'low', 'floor', 'garbage', 'pick', 'make', 'ton', 'noise', 'wake', '6', 'bother', 'go', 'breakfast', 'time', 'either', 'restaurant', 'open', 'early', 'finally', 'open', 'breakfast', 'arrive', 'cold', 'late', 'nothing', 'like', 'congeal', 'egg', 'start', 'day', 'fitness', 'center', 'towel', 'cup', 'water', 'also', 'hot', 'many', 'people', 'sweat', 'much', 'congealed', 'breakfast', 'really', 'pleasant', 'entire', 'three', 'day', 'visit', 'like', 'try', 'room', 'service', 'night', 'service', 'slow', 'food', 'warm', 'arrive', 'high', 'speed', 'internet', 'high', 'speed', 'would', 'connect', 'furniture', 'run', 'worn', 'pool', 'towel', 'always', 'available', 'generally', 'price', 'pay', 'would', 'expect', 'good', 'service', 'good', 'maintain', 'premise']",negative,deceptive
MTurk,omni,"['horrible', 'experience', 'stay', 'omni', 'chicago', 'hotel', 'last', 'saturday', 'night', 'first', 'plasma', 'tv', 'room', 'break', 'staff', 'say', 'room', 'available', 'particularly', 'apologetic', 'either', 'secondly', 'supposedly', 'non-smoking', 'hotel', 'ex-smoker', 'tell', 'people', 'smoke', 'room', 'recently', 'additionally', 'indoor', 'swimming', 'pool', 'close', 'due', 'high', 'chlorine', 'level', 'really', 'disappointing', 'look', 'forward', 'use', 'pool', 'finally', 'check-out', 'suppose', 'noon', '11:15', 'maid', 'knock', 'door', 'ask', 'would', 'soon', 'think', 'quite', 'intrusive', 'never', 'ever', 'stay', 'place']",negative,deceptive
MTurk,omni,"['last', 'week', 'book', 'deluxe', 'suite', 'omni', 'chicago', 'hotel', 'weekend', 'stay', 'chicago', 'take', 'retreat', 'relax', 'package', 'deal', 'wait', 'check', 'intolerably', 'long', 'let', 'people', 'check', 'dog', ""i'm"", 'allergic', 'dog', ""i'm"", 'sure', 'fur', 'dander', 'get', 'spread', 'room', 'insist', 'escort', 'room', 'every', 'time', 'come', 'like', 'go', 'break', 'another', ""guest's"", 'room', 'something', 'swear', 'anytime', 'room', 'watch', 'like', 'hawk', 'ask', 'need', 'anything', 'know', 'time', 'anyone', 'think', 'something', 'go', 'pool', 'full', 'scream', 'child', 'go', 'bed', 'could', 'hear', 'television', 'next', 'room', 'wall', ""what's"", 'bad', 'even', 'let', 'smoke', 'privacy', 'room', 'relieve', 'stress', 'threaten', 'throw', 'street', 'give', 'hundred', 'hard', 'earned', 'dollar', 'go', 'outside', 'probably', 'dog', 'go', 'piddle', 'also', 'on-site', 'restaurant', 'expensive', 'give', 'already', 'pay', 'arm', 'leg', 'room', 'food', 'free', 'stay', 'waste', 'money']",negative,deceptive
MTurk,omni,"['boyfriend', 'check', 'room', 'omni', 'chicago', 'irritate', 'see', 'bed', 'look', 'rumpled', 'kid', 'jump', 'first', 'issue', 'glass', 'bathroom', 'lipstick', 'smear', 'saw', 'dead-thank', 'goodness', 'roach', 'behind', 'toilet', 'give', 'hotel', 'night', 'stay', 'friend', 'decide', 'deal', 'order', 'munchies', 'kitchen', 'chip', 'stale', 'dip', 'smell', 'sour', 'come', 'back', 'convenience', 'store', 'beer', 'fresh', 'munchies', 'able', 'enjoy', 'stay--but', 'would', 'recommend', 'place', 'anyone']",negative,deceptive
MTurk,omni,"['recently', 'stay', 'omni', 'chicago', 'hotel', 'waste', 'money', 'room', 'typical', 'standard', 'room', 'unless', 'want', 'pay', 'unreasonable', 'amount', 'one', 'premier', 'room', 'service', 'staff', 'nothing', 'rave', 'unless', 'ideal', 'idea', 'service', 'wait', 'lobby', '40', 'minute', 'wait', 'anybody', 'help', 'carry', 'heavy', 'luggage', 'room', 'sorry', 'say', 'short', 'think', 'money', 'would', 'well', 'spent', 'stay', ""hojo's""]",negative,deceptive
MTurk,omni,"['recently', 'stay', 'omni', 'chicago', 'hotel', 'awful', 'arrive', 'room', 'ready', 'two', 'hour', 'later', 'finally', 'clean', 'enter', 'saw', 'bring', 'cot', 'request', 'son', 'ask', 'never', 'bring', 'mattress', 'uncomfortable', 'like', 'share', 'son', 'ac', 'even', 'work', 'terribly', 'hot', 'room', 'next', 'morning', 'eat', 'continental', 'breakfast', 'leave', 'bad', 'cereal', 'low', 'quality', 'yogurt', 'burnt', 'flavorless', 'muffin', 'would', 'recommend', 'hotel', 'anyone']",negative,deceptive
MTurk,omni,"['idea', 'consider', 'four', 'star', 'hotel', 'omni', ""chicago's"", 'age', 'show', 'great', 'ambiance', 'way', 'room', 'dingy', 'plain', 'worn', 'look', 'say', 'room', 'switch', 'original', 'room', 'terrible', 'musty', 'odor', 'almost', 'like', 'mildew', 'permeate', 'first', 'room', 'give', 'seriously', 'bring', 'tear', 'eye', 'staff', 'seem', 'rather', 'indifferent', 'dilemma', 'finally', 'agree', 'switch', 'us', 'another', 'room', 'new', 'one', 'smell', 'clearly', 'past', 'prime', 'housekeeping', 'almost', 'nonexistent', 'call', 'back', 'day', 'trip', 'empty', 'trash', 'towel', 'forget', 'leave', 'towel', 'guest', ""i'm"", 'one', 'complain', 'kind', 'money', 'spend', 'weekend', 'expect', 'least', 'little', 'luxury', 'special', 'treatment', 'receive', 'neither', 'return', 'omni', 'chicago']",negative,deceptive
MTurk,omni,"['omni', 'chicago', 'hotel', 'pretty', 'advertise', 'first', 'really', 'difficult', 'get', 'locate', 'town', 'chicago', 'fail', 'mention', 'traffic', 'nightmare', 'finally', 'make', 'hotel', 'wait', 'like', '30', 'minute', 'front', 'desk', 'take', 'care', 'arrive', 'one', 'person', 'desk', 'people', 'check', 'think', 'wait', 'time', 'ridiculous', 'make', 'matter', 'bad', 'need', 'internet', 'connection', 'day', 'technical', 'problem', 'internet', 'work', 'room', 'two', 'hour', 'later', 'manage', 'get', 'work', 'connection', 'still', 'slow', 'part', 'hotel', 'might', 'look', 'nice', 'service', 'meet', 'expectation', 'disappoint', 'never', 'stay', 'go', 'back', 'chicago', 'rating', 'would', 'give', '1/2', 'star', '5']",negative,deceptive
MTurk,omni,"['wife', 'stay', 'omni', 'hotel', 'chicago', 'customer', 'training', 'nearby', 'hospital', 'end', 'stay', '2', 'night', 'service', 'awful', 'first', 'come', 'room', 'mildewy', 'smell', 'air', 'fortunate', 'enough', 'bring', 'potpourri', 'spray', 'us', 'incase', 'continental', 'breakfast', 'morning', 'terrible', 'well', 'egg', 'runny', 'coffee', 'hot', 'make', 'matter', 'even', 'bad', 'room', 'service', 'attendant', 'get', 'room', 'middle', 'afternoon', 'wife', 'back', 'explore', 'city', 'simply', 'unacceptable', 'standard']",negative,deceptive
MTurk,omni,"['stay', 'family', 'stay', 'weekend', 'trip', 'staff', 'rude', 'acted', 'like', 'bother', 'room', 'look', 'nice', 'photograph', 'get', 'room', 'look', 'like', 'dust', 'age', 'overall', 'bad', 'service', 'worth', 'money']",negative,deceptive
MTurk,omni,"['never', 'stay', 'lure', ""hotel's"", 'picture', 'show', 'fabulous', 'suite', 'instead', 'arrive', 'find', 'cheap', 'furniture', 'smell', 'old', 'cheese', 'call', 'front', 'desk', 'see', 'another', 'room', 'available', 'put', 'hold', 'five', 'minute', 'one', 'come', 'back', 'line', 'end', 'go', 'front', 'desk', 'ignore', 'give', 'assistance', 'interrupt', 'front', 'desk', 'clerk', 'seem', 'personal', 'call', 'clerk', 'apologize', 'look', 'attitude', 'request', 'another', 'room', 'mine', 'smell', 'like', 'old', 'cheese', 'inform', 'room', 'available', 'would', 'send', 'housekeeping', 'housekeep', 'spray', 'febreeze', 'couch', 'leave', 'try', 'relax', 'turn', 'tv', 'bedroom', 'sit', 'bed', 'saw', 'something', 'scurry', 'pillow', 'check', 'corner', 'mattress', 'find', 'bedbug', 'pack', 'bag', 'leave', 'get', 'refund', 'room', 'complaining', 'go', 'across', 'town', 'marriott', 'much', 'good', 'stay']",negative,deceptive
MTurk,omni,"['would', 'never', 'stay', 'hotel', 'call', 'four-diamond', 'hotel', 'cannot', 'even', 'provide', 'basic', 'amenity', 'service', 'would', 'comfortable', 'stay', 'run-down', 'motel', 'bathroom', 'clean', 'properly', 'sheet', 'stain']",negative,deceptive
MTurk,omni,"['extremely', 'disappointed', 'stay', 'omni', 'chicago', 'hotel', 'hot', 'summer', 'day', 'turn', 'shower', 'drip', 'hot', 'water', 'come', 'call', 'complain', 'assure', 'someone', 'would', 'room', 'fix', 'shower', 'show', 'use', 'felt', 'person', 'speak', 'rude', 'accept', 'responsibility', 'talk', 'stupid', 'wait', '30', 'minute', 'bell', 'hop', 'come', 'show', 'use', 'shower', 'service', 'person', 'could', 'get', 'shower', 'work', 'either', 'apologize', 'problem', 'expect', 'tip', 'complain', 'give', 'one', 'nobody', 'come', 'tell', 'could', 'switch', 'different', 'room', 'pack', 'belonging', 'move', 'another', 'floor', 'shower', 'work', 'room', 'view', 'city', 'first', 'room', 'look', 'brick', 'wall', 'plus', 'party', 'next', 'room', 'loud', 'keep', 'night', 'complain', 'hotel', 'staff', 'tell', 'vip', 'could', 'anything', 'noise', 'hotel', 'overprice', 'stay', 'miserable', 'go', 'omni', 'hotel', ""i've"", 'stay', '50', 'night', 'motel', 'good', 'service']",negative,deceptive
MTurk,homewood,"['stay', 'homewood', 'suite', 'downtown', 'chicago', 'without', 'doubt', 'one', 'bad', 'hotel', 'experience', 'live', 'week', 'long', 'conference', 'although', 'reservation', 'make', 'month', 'advance', 'suite', 'arrive', 'result', 'stay', 'another', 'hotel', 'first', 'night', 'room', 'ready', 'disappoint', 'cleanliness', 'limitation', 'kitchen', 'barely', 'large', 'enough', 'move', 'around', 'utensil', 'cook', 'pool', 'open', 'limited', 'hour', 'bother', 'bring', 'swimsuit', 'night', 'keep', 'awake', 'noise', 'come', 'adjacent', 'room', 'traffic', 'outside', 'overall', 'experience', 'stay', 'overpriced', 'suite', 'book', 'ever']",negative,deceptive
MTurk,homewood,"['husband', 'sorely', 'disappoint', 'hotel', 'request', 'non', 'smoking', 'room', 'right', 'hit', 'stinch', 'stale', 'cigarette', 'open', 'door', 'front', 'desk', 'responsive', 'need', 'finally', 'get', 'move', 'new', 'room', 'water', 'pressure', 'shower', 'hardly', 'enough', 'get', 'shampoo', 'hair', 'bed', 'lumpy', 'disappointed', 'workout', 'room', 'small', 'decide', 'swim', 'lap', 'instead', 'get', 'pool', 'look', 'like', 'maintain', 'week', 'needle', 'say', 'make', 'mistake', 'stay', 'homewood', 'suite']",negative,deceptive
MTurk,homewood,"['atrocious', ""here's"", 'story', 'wife', 'californian', 'meet', 'student', 'university', 'chicago', 'celebrate', '10th', 'anniversary', 'decide', 'travel', 'back', 'windy', 'city', 'revisit', 'place', 'frequent', 'first', 'fall', 'love', 'come', 'lodge', 'know', 'want', 'suite', 'little', 'else', 'matter', 'want', 'revisit', 'city', 'intend', 'spend', 'much', 'time', 'room', 'result', 'spend', 'much', 'time', 'research', 'hotel', 'big', 'mistake', 'stay', 'homewood', 'suite', 'could', 'bad', 'room', 'mention', 'take', 'full', 'two', 'hour', 'prepare', 'even', 'though', 'book', 'month', 'advance', 'filthy', 'wife', 'find', 'dead', 'cockroach', 'bathroom', 'staff', 'rude', 'indifferent', 'chocolate', 'include', 'romance', 'package', 'could', 'cost', 'hotel', 'dollar', 'clean', 'staff', 'fail', 'show', 'front', 'desk', 'offer', 'apology', 'little', 'else', 'suffice', 'say', 'check', 'early', 'never', 'see', 'poorly-managed', 'hotel', 'truly', 'shameful', 'stay', 'away']",negative,deceptive
MTurk,homewood,"['stay', 'homewood', 'suite', 'downtown', 'chicago', 'last', 'week', 'extremely', 'disappointed', 'experience', 'breakfast', 'buffet', 'minimal', 'seem', 'frequently', 'restock', 'come', 'downstairs', '30', 'minute', 'end', 'breakfast', 'period', 'find', 'half', 'food', 'option', 'completely', 'deplete', 'also', 'milk', 'provide', 'coffee', 'cereal', 'warm', 'keep', 'counter', 'would', 'good', 'bring', 'food', 'also', 'layout', 'room', 'extremely', 'awkward', 'move', 'furniture', 'around', 'able', 'watch', 'tv', 'move', 'back', 'could', 'make', 'dinner', 'comfortably', 'use', 'room', 'way', 'could', 'barely', 'close', 'door', 'bedroom', 'past', 'corner', 'bed', 'would', 'expect', 'hilton-brand', 'hotel', 'suite']",negative,deceptive
MTurk,homewood,"['stay', 'husband', 'homewood', 'suite', 'chicago', 'want', 'something', 'nice', 'anniversary', 'think', 'hilton', 'solid', 'name', 'brand', 'expect', 'pleasant', 'stay', 'unfortunately', 'case', 'staff', 'rude', 'check-in', 'take', '20', 'minute', 'lobby', 'smell', 'musky', 'gross', 'room', 'like', 'hilton', 'hotel', 'stay', 'carpeting', 'atrocious', 'color', 'vomit', 'room', 'smell', 'smoke', 'even', 'though', 'advertise', 'smoke-free', 'long', 'brown', 'hair', 'bed', 'gross', 'call', 'rude', 'staff', 'ask', 'linen', 'change', 'give', 'us', 'huge', 'attitude', 'even', 'get', 'start', 'poorly', 'shower', 'bathtub', 'work', 'nice', 'anniversary', 'go', 'totally', 'awry', 'due', 'crummy', 'hotel', 'could', 'give', '0', 'star', 'would']",negative,deceptive
MTurk,homewood,"['stay', 'hotel', 'would', 'certainly', 'expect', 'hilton', 'especially', 'due', 'price', 'pay', 'room', 'way', 'hotel', 'portray', 'upon', 'arrive', 'hotel', 'find', 'one', 'receptionist', 'working', 'busy', 'texting', 'mobile', 'phone', 'check', 'wait', '15', 'min', 'check', 'make', 'feel', 'like', 'inconvenience', 'finally', 'get', 'room', 'appal', 'non', 'smoking', 'reservation', 'room', 'stank', 'smoke', 'several', 'visible', 'cigarette', 'burn', 'comforter', 'carpet', 'call', 'reception', 'confirm', 'non', 'smoking', 'room', 'advise', 'argue', 'receptionist', 'room', '10', 'min', 'agree', 'switch', 'room', 'another', 'one', 'one', 'enter', 'new', 'room', 'find', 'stink', 'smoke', 'exhaust', 'flight', 'decide', 'would', 'sort', 'reception', 'morning', 'bad', 'idea', 'curl', 'go', 'sleep', 'awake', 'go', 'bathroom', 'around', '2am', 'notice', 'leg', 'covered', 'red', 'welt', 'immediately', 'rush', 'back', 'bedroom', 'back', 'cover', 'find', 'bed', 'team', 'bed', 'bug', 'pack', 'stuff', 'check', 'night', 'however', 'refund', 'refuse', 'since', 'contact', 'head', 'office', 'await', 'response', 'stay']",negative,deceptive
MTurk,homewood,"['go', 'homewood', 'suite', 'chicago', 'part', ""hilton's"", 'famous', 'hotel', 'gotta', 'say', 'bad', 'hotel', 'ever', 'fact', 'homewood', 'suite', 'bad', 'hotel', 'face', 'planet', 'check', 'room', 'room', 'look', 'like', 'hotel', 'build', 'bad', 'shape', 'fact', 'room', 'look', 'bad', 'want', 'leave', 'hotel', 'early', 'also', 'get', 'check', 'employee', 'work', 'hotel', 'saw', 'one', 'employee', 'ring', 'bell', 'room', 'ignore', 'could', 'hotel', 'bad', 'service', 'suppose', 'ignore', 'one', 'thing', 'hate', 'hotel', 'logo', 'look', 'like', 'actual', 'logo', 'look', 'like', 'logo', 'change', 'look', 'like', 'something', 'baby', 'could', 'draw', ""i'll"", 'never', 'go', 'hotel', 'even', 'million', 'year', 'matter', 'hotel', 'never', 'recommend', 'anyone', 'everything', 'hotel', 'offer']",negative,deceptive
